"","binomial","iucn.no","family","country","rule_of_law","deathrate","hdi","gdp","geog.range","fr.in.country","num.countries"
"1","allenopithecus nigroviridis",1,"cercopithecidae","republic of congo",-1.04,2.30358459332713,0.591,21.9713779140709,509751740445.673,0.753364328707703,0
"2","allocebus trichotis",3,"cheirogaleidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,43083484275.3532,1,0
"3","allochrocebus lhoesti",3,"cercopithecidae","burundi",-1.01723288083654,2.30415021359155,0.587558993637676,21.9861783600432,217463439651.84,0.00198768511985887,1.38629436111989
"4","allochrocebus preussi",4,"cercopithecidae","equatorial guinea",-0.979571821067818,2.34628992779971,0.513777708594997,23.7757490479747,17360792324.9727,0.0201314541922075,1.09861228866811
"5","allochrocebus solatus",3,"cercopithecidae","gabon",-0.54,2.57337529777561,0.684,22.4156847777278,12208034410.9039,1,0
"6","alouatta arctoidea",1,"atelidae","colombia",-1.8305319960232,1.67137783697232,0.75801329990058,25.2320577683096,409140645645.107,0.0946924154277865,0.693147180559945
"7","alouatta belzebul",3,"atelidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,872386273427.914,0.049161527047115,0
"8","alouatta caraya",1,"atelidae","argentina",-0.400815424364122,1.87235173836843,0.739783962131693,26.8725209647789,3080805434220.67,0.052580927494715,1.6094379124341
"9","alouatta discolor",3,"atelidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,378199528426.298,1,0
"10","alouatta guariba",1,"atelidae","argentina",-0.200737055601044,1.89042675043538,0.756418423610617,27.1634708204595,1081566286685.58,0.0175596135273739,1.09861228866811
"11","alouatta juara",1,"atelidae","colombia",-0.403881367011814,1.76941706337802,0.73490961966835,26.1946820406146,2353145796413.55,0.426719399516627,1.6094379124341
"12","alouatta macconnelli",1,"atelidae","colombia",-0.631624589191851,1.7924316605976,0.74449339902941,26.5321189037598,1774971775574.36,0.000309580762266245,1.94591014905531
"13","alouatta nigerrima",1,"atelidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,237676645337.45,0.0509168246334476,0
"14","alouatta palliata",1,"atelidae","panama",-0.541373522874264,1.6305338743139,0.693896956173521,24.6138852287693,570941973133.044,0.000881750773274997,2.30258509299405
"15","alouatta pigra",4,"atelidae","mexico",-0.632751326575214,1.65649189881315,0.717987587530216,26.3287627544299,241272798788.535,0.64324557893582,1.38629436111989
"16","alouatta puruensis",1,"atelidae","peru",-0.201748849900089,1.88594454514893,0.75420431229409,27.1471816695035,1051504345020.89,0.0286896023590198,1.09861228866811
"17","alouatta sara",1,"atelidae","peru",-1.13978041872793,1.87221608435553,0.663167072262723,22.9594015199524,343413624690.762,0.0148314410044651,1.09861228866811
"18","alouatta ululata",4,"atelidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,100202310293.123,1,0
"19","aotus azarae",1,"aotidae","peru",-0.465235140904395,1.8642933734517,0.727472810998569,26.7876302843806,3182012322055.54,0.00849447235767075,1.6094379124341
"20","aotus brumbacki",3,"aotidae","colombia",-0.313952767627362,1.68820560137894,0.720098819190684,25.2261583899109,124803420691.167,0.99764716212657,0.693147180559945
"21","aotus griseimembra",3,"aotidae","colombia",-0.578702716207307,1.685288298262,0.726717567905183,25.2271907578363,235593998731.751,0.84005790701946,0.693147180559945
"23","aotus lemurinus",3,"aotidae","colombia",-0.403078244924558,1.6815881515696,0.721618192802938,25.1390748073954,178333096828.118,0.877095014194778,1.09861228866811
"24","aotus miconax",3,"aotidae","peru",-0.53,1.79342474854712,0.734,24.6514585824742,59860182729.9451,1,0
"25","aotus nancymaae",1,"aotidae","colombia",-0.368719478658692,1.83966851164161,0.743958661681055,26.5152505757966,495976491398.206,0.000162181117649568,1.38629436111989
"26","aotus nigriceps",1,"aotidae","peru",-0.265848054980099,1.87598638909425,0.749234731548292,27.0092740347968,1558667118880.5,0.132566439747824,1.09861228866811
"27","aotus trivirgatus",1,"aotidae","colombia",-0.83774176467219,1.81468162486086,0.756991895003507,26.7978891263874,757104286877.182,0.00513477930889315,1.38629436111989
"28","aotus vociferans",1,"aotidae","colombia",-0.380046445651709,1.77979677243811,0.736403839377174,26.3213611037231,1023829314742.2,0.348388837434429,1.38629436111989
"30","arctocebus aureus",1,"lorisidae","central african republic",-0.892505069653366,2.42060230185736,0.59211684056529,22.4647534542674,671964387856.63,0.0509396437275817,1.6094379124341
"31","arctocebus calabarensis",1,"lorisidae","cameroon",-1.0049597136986,2.45818529142866,0.513123992842465,24.7584829194171,149415482622.468,0.438003578767454,0.693147180559945
"32","ateles belzebuth",4,"atelidae","colombia",-0.673661359344667,1.75340441646108,0.738718508702345,25.9633862040893,1160942482746.82,0.124091756502736,1.6094379124341
"33","ateles chamek",4,"atelidae","colombia",-0.409034329053247,1.877730632694,0.73480559991713,26.8554612827326,2452900079699.89,3.4214073220458e-05,1.38629436111989
"34","ateles fusciceps",5,"atelidae","ecuador",-0.417004579750325,1.67181738058761,0.725836984640605,25.0364170810007,217191324887.693,0.165518303738158,1.09861228866811
"35","ateles geoffroyi",4,"atelidae","mexico",-0.557918250686602,1.64124839413432,0.702786757922627,25.9585228847665,906756728691.118,0.16233292375526,2.19722457733622
"36","ateles hybridus",5,"atelidae","colombia",-0.786159987966875,1.68299634599706,0.731903999699172,25.2279989741466,166958344241.886,0.451399430367165,0.693147180559945
"37","ateles marginatus",4,"atelidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,527510013156.541,1,0
"38","ateles paniscus",3,"atelidae","guyana",-0.186543813139416,1.82131872933664,0.73501653844942,26.6597606643421,1068374873223.13,0.0911941554940233,1.6094379124341
"39","avahi betsileo",4,"indriidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,975947250.976078,1,0
"40","avahi cleesei",4,"indriidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,2594790838.15679,1,0
"41","avahi laniger",3,"indriidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,50968674649.0353,1,0
"42","avahi meridionalis",4,"indriidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,1569490153.38228,1,0
"43","avahi mooreorum",4,"indriidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,2000328194.58734,1,0
"44","avahi occidentalis",4,"indriidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,3073979031.47751,0.137618267249982,0
"45","avahi peyrierasi",3,"indriidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,4395625296.67999,1,0
"46","avahi ramanantsoavanai",3,"indriidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,5858836458.67347,1,0
"47","avahi unicolor",4,"indriidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,784331671.442569,1,0
"48","brachyteles arachnoides",4,"atelidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,86662636588.9663,1,0
"49","brachyteles hypoxanthus",5,"atelidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,97149306316.1753,0.0542394679675053,0
"50","cacajao ayresi",3,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,6410076264.76132,1,0
"51","cacajao calvus",3,"pitheciidae","brazil",-0.446189823103786,1.81770630804167,0.739171430605093,25.9943202614597,183206528806.788,0.0900542665292921,1.09861228866811
"52","cacajao hosomi",3,"pitheciidae","colombia",-1.34787422222226,1.75322214593273,0.759484279765689,26.3740717609016,70215719143.4676,0.000523433228625518,1.09861228866811
"53","callibella humilis",3,"callitrichidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,6417287436.76072,1,0
"54","callicebus aureipalatii",1,"pitheciidae","peru",-1.10525158531136,1.86778065043904,0.667196590092874,23.1338895663425,23289490345.1571,0.0721748624010262,0.693147180559945
"55","callicebus baptista",1,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,14839709638.3301,1,0
"56","callicebus barbarabrownae",5,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,130512381733.961,1,0
"57","callicebus bernhardi",1,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,120327549896.825,1,0
"58","callicebus brunneus",1,"pitheciidae","peru",-0.450164942657113,1.86709042906647,0.732195378436408,26.6945197923904,245302730758.811,0.200951393199187,1.09861228866811
"59","callicebus caligatus",1,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,73975286436.274,1,0
"60","callicebus caquetensis",5,"pitheciidae","colombia",-0.31,1.68824909285839,0.72,25.2261429683814,1370360583.64909,1,0
"61","callicebus cinerascens",1,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,211737676298.998,1,0
"62","callicebus coimbrai",4,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,38825776560.9765,1,0
"63","callicebus cupreus",1,"pitheciidae","colombia",-0.254974288885022,1.87106325059941,0.750982953247375,26.9826085837032,781152922977.052,0.000142412506098372,1.09861228866811
"64","callicebus discolor",1,"pitheciidae","colombia",-0.692504487803751,1.74145693967869,0.733173068950321,24.4905702319876,233106986500.302,0.0118893211333355,1.09861228866811
"65","callicebus donacophilus",1,"pitheciidae","bolivia",-1.03710031713794,1.87514433698529,0.672937156777262,25.1265904917945,164735104710.937,0.882396163685358,0.693147180559945
"66","callicebus dubius",1,"pitheciidae","bolivia",-0.191564392593913,1.88855900037334,0.754848449467465,27.1744267256936,123211620302.348,0.00162957561865924,0.693147180559945
"67","callicebus hoffmannsi",1,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,92742222756.711,1,0
"68","callicebus lucifer",1,"pitheciidae","colombia",-0.365270656110105,1.78053318073423,0.734575127987968,26.1472558044247,235890770121.569,0.371652741763,1.38629436111989
"69","callicebus lugens",1,"pitheciidae","colombia",-0.700092379807599,1.75419602669433,0.741778561275281,26.3078829937475,919420380653.133,0.418251011546124,1.38629436111989
"70","callicebus medemi",3,"pitheciidae","colombia",-0.310759338882504,1.68821272243553,0.72001444290324,25.2253596349948,15768834198.3301,0.99882525142675,1.09861228866811
"71","callicebus melanochir",3,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,100436493009.442,1,0
"72","callicebus modestus",4,"pitheciidae","bolivia",-1.15,1.87333945622048,0.662,22.8095195845307,6579174564.67612,1,0
"73","callicebus moloch",1,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,950153503304.457,1,0
"74","callicebus nigrifrons",2,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,493045534989.03,1,0
"75","callicebus oenanthe",5,"pitheciidae","peru",-0.53,1.79342474854712,0.734,24.6514585824742,9166522077.6214,1,0
"76","callicebus olallae",4,"pitheciidae","bolivia",-1.15,1.87333945622048,0.662,22.8095195845307,681051411.795543,1,0
"77","callicebus ornatus",3,"pitheciidae","colombia",-0.31,1.68824909285839,0.72,25.2261429683814,23995113415.2378,1,0
"78","callicebus pallescens",1,"pitheciidae","argentina",-0.695649267976147,1.72869904108253,0.692267121643968,25.7633780137464,419488753003,0.000263252840498724,1.38629436111989
"79","callicebus personatus",3,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,143722288870.988,1,0
"80","callicebus purinus",1,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,153867185670.799,1,0
"81","callicebus regulus",1,"pitheciidae","peru",-0.191148410159888,1.88827700985396,0.754929068784242,27.1729249198908,222806558363.389,0.00337767694084793,0.693147180559945
"83","callicebus torquatus",1,"pitheciidae","colombia",-0.190194804947851,1.8882888979495,0.75494318189021,27.1746435526549,249564052137.163,0.00162337456542792,0.693147180559945
"84","callimico goeldii",3,"callitrichidae","colombia",-0.437772785398904,1.80290564550666,0.735125927898692,25.9384719122954,606280787376.827,0.140931829708993,1.6094379124341
"85","callithrix aurita",3,"callitrichidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,160386138786.247,1,0
"86","callithrix flaviceps",4,"callitrichidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,24860685844.5823,1,0
"87","callithrix geoffroyi",1,"callitrichidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,125651719876.438,1,0
"88","callithrix jacchus",1,"callitrichidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,949496901196.175,1,0
"89","callithrix kuhlii",2,"callitrichidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,45965374870.8445,1,0
"90","callithrix penicillata",1,"callitrichidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,1317216483745.66,1,0
"91","cebuella pygmaea",1,"callitrichidae","colombia",-0.356996209534928,1.83366480565135,0.742609451433272,26.6521601052748,1688238497913.98,0.0804308823019031,1.6094379124341
"92","cebus apella",1,"cebidae","guyana",-0.300067084078389,1.86328889359788,0.737212675029817,26.8787335843402,3376833504140.23,0.0556162714947461,1.94591014905531
"93","cebus cay",1,"cebidae","argentina",-0.636751960009533,1.80931604367805,0.706833642016766,26.3071653276729,624009330367.818,0.0150109460557,1.38629436111989
"94","cebus flavius",5,"cebidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,39138468294.7665,0.437215546269757,0
"95","cebus kaapori",5,"cebidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,192040535404.583,1,0
"96","cebus libidinosus",1,"cebidae","bolivia",-0.19022796525933,1.88858006136377,0.754977915865502,27.1758024322775,2628424737563.53,0.000237463811801818,0.693147180559945
"97","cebus macrocephalus",1,"cebidae","colombia",-0.346699317150757,1.81607090652368,0.739519820645958,26.5437156682711,2662650460568.86,0.236992697367116,1.79175946922805
"98","cebus nigritus",2,"cebidae","argentina",-0.206090822872031,1.89127781948385,0.757100246587531,27.1570715531275,883782887083.582,0.0261688444858366,1.09861228866811
"99","cebus robustus",4,"cebidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,120581305929.265,1,0
"100","cebus xanthosternos",5,"cebidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,469419345851.797,1,0
"101","cercocebus agilis",1,"cercopithecidae","central african republic",-1.11960325231948,2.38265319831476,0.542246054494241,22.1632423791133,1059445525221.33,0.173883230452856,1.79175946922805
"102","cercocebus atys",2,"cercopithecidae","ivory coast",-0.947805993183033,2.31559384103835,0.424333493458292,21.8050797311721,318374806123.594,0.114558687617991,1.79175946922805
"104","cercocebus galeritus",4,"cercopithecidae","kenya",-0.49,1.93296963777958,0.548,23.3852831580056,203627578.430952,1,0
"105","cercocebus lunulatus",4,"cercopithecidae","burkina faso",-0.195552666270193,2.11185067424837,0.528174253003613,23.0732915795922,121436122882.935,0.0125867617643088,1.09861228866811
"106","cercocebus sanjei",4,"cercopithecidae","tanzania",-0.43,2.08069076108027,0.521,23.6277003722105,189323245.669423,0.4143473346308,0
"107","cercocebus torquatus",3,"cercopithecidae","gabon",-0.934769129016661,2.48195280001991,0.554771455066836,24.601499281701,288708743132.59,0.21421049813092,1.79175946922805
"108","cercopithecus ascanius",1,"cercopithecidae","republic of congo",-1.01473729777639,2.32331581629072,0.570704717674309,22.7417393990923,2635695476988.67,0.168187300461601,2.30258509299405
"109","cercopithecus campbelli",1,"cercopithecidae","guinea-bissau",-0.958014163149639,2.32511622292685,0.421663540630191,21.3939257930679,280414184033.148,0.000472020523135678,1.94591014905531
"110","cercopithecus cephus",1,"cercopithecidae","central african republic",-0.910339012947798,2.41086391490175,0.588983260929339,22.4440831297668,784147000693.49,0.051132358246551,1.6094379124341
"111","cercopithecus denti",1,"cercopithecidae","rwanda",-1.02821583719004,2.30458154933977,0.589235825176793,21.9852342325231,411242683954.203,0.000852917959128729,1.09861228866811
"112","cercopithecus diana",3,"cercopithecidae","ivory coast",-0.855363441358394,2.30104280916282,0.429694265955954,21.8272812180413,212008987599.275,0.185959606333088,1.38629436111989
"113","cercopithecus dryas",5,"cercopithecidae","republic of congo",-1.04,2.30358459332713,0.591,21.9713779140709,1370719793.08545,1,0
"114","cercopithecus erythrogaster",3,"cercopithecidae","benin",-0.982156325832069,2.50900748999986,0.50962229434193,25.1170314049537,73909795641.8366,0.00120435928482031,1.09861228866811
"115","cercopithecus erythrotis",3,"cercopithecidae","cameroon",-0.98854669598673,2.37457568612038,0.51405538119349,24.1253227866917,56160598503.6776,0.737505551293968,1.09861228866811
"116","cercopithecus hamlyni",3,"cercopithecidae","burundi",-1.03223556542672,2.30293268781468,0.590215054257953,21.9691088452776,239906657611.729,6.91688717770947e-05,1.38629436111989
"117","cercopithecus lowei",1,"cercopithecidae","ivory coast",-0.378084198443515,2.17630903899684,0.500466977951747,23.0976344028643,340911594426.403,0.661693994104997,1.38629436111989
"118","cercopithecus mitis",1,"cercopithecidae","kenya",-0.702968669926566,2.34404343398703,0.549408402265988,23.3374485715214,2330718809853.78,0.00216603505890733,2.77258872223978
"119","cercopithecus mona",1,"cercopithecidae","sao tome and principe",-0.905512460860895,2.4239942421079,0.511382115538284,24.8077338286917,621443565514.339,0.00138802960085942,1.79175946922805
"120","cercopithecus neglectus",1,"cercopithecidae","kenya",-1.01917721818041,2.33785480596444,0.566787322849139,22.4604141426713,2304778666140.83,5.8579704130094e-05,2.30258509299405
"121","cercopithecus nictitans",1,"cercopithecidae","equatorial guinea",-0.945894352737346,2.4175772231091,0.563805696061258,23.714694951213,1346172533853.39,3.95196235958262e-05,2.19722457733622
"122","cercopithecus petaurista",1,"cercopithecidae","guinea",-0.576176238471774,2.22038593319234,0.474458581060942,22.6383518774884,534418418643.564,5.73463632565062e-05,2.07944154167984
"123","cercopithecus roloway",4,"cercopithecidae","ivory coast",-0.288285407050568,2.14407797455494,0.514446766723086,23.0928265560672,137422415088.134,0.551737036554821,0.693147180559945
"124","cercopithecus sclateri",3,"cercopithecidae","nigeria",-1.04,2.55800220485855,0.514,25.2519079919028,36329564622.4885,1,0
"127","cheirogaleus medius",1,"cheirogaleidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,126729597388.787,1,0
"129","cheirogaleus sibreei",5,"cheirogaleidae","madagascar",-0.69,1.91839212016142,0.51,22.0792084212875,40733612.4694592,1,0
"130","chiropotes albinasus",4,"pitheciidae","bolivia",-0.190235619574416,1.88857994073935,0.754977174353729,27.1757945583789,987868806868.074,0.000245437056682821,0.693147180559945
"131","chiropotes chiropotes",1,"pitheciidae","colombia",-0.567647305275135,1.81946461249885,0.746542393369085,26.7052958042137,1373003295113.29,8.29266825974639e-05,1.79175946922805
"132","chiropotes satanas",5,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,274935298578.344,1,0
"133","chiropotes utahickae",4,"pitheciidae","brazil",-0.19,1.88858365386359,0.755,27.176036908884,354425418575.11,1,0
"134","chlorocebus aethiops",1,"cercopithecidae","somalia",-0.749411668930422,2.07973530009328,0.451118138991309,23.6088328487,1153376852993.38,0.00081197783231119,1.6094379124341
"135","chlorocebus cynosuros",1,"cercopithecidae","zambia",-0.855423457097467,2.4211481374567,0.568038442462596,23.589713441687,3102387249405.07,0.210258382832084,1.94591014905531
"136","chlorocebus djamdjamensis",3,"cercopithecidae","ethiopia",-0.44,2.10535292346434,0.442,23.6491412904187,9205105062.76676,0.993122845146478,0
"137","chlorocebus pygerythrus",1,"cercopithecidae","tanzania",-0.549557053225818,2.29164301236261,0.518442637272722,24.0647719384832,4603620590786.53,9.37292731687454e-05,2.89037175789616
"138","chlorocebus sabaeus",1,"cercopithecidae","guinea-bissau",-0.638444016492062,2.35007146297989,0.444359213760025,22.4107709424777,1526457519786.92,1.49094336139727e-06,2.39789527279837
"139","chlorocebus tantalus",1,"cercopithecidae","sudan",-1.06000111968365,2.4316495782402,0.466175789130545,23.8949484678147,4013961181628.37,0.00528165586135411,2.77258872223978
"140","colobus angolensis",1,"cercopithecidae","burundi",-0.960148057955229,2.30921958985823,0.570060700048602,23.2053912033164,2310545797730.68,0.00012001524594094,2.19722457733622
